bathrooms,indoor_surface,communal_pool,u/f_heating_climate_control,gym,communal_garden,domotics,private_pool,private_garden,barbeque,jacuzzi,luxury,bedrooms,alarm_system_security,games_room,price_log,price_raw
0.4165460034809779,0.6631615894885652,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0909090909090909,0.0,0.0,13.81049902116535,995000
0.29314494167488425,0.5060758514817465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.765405536311112,349900
0.29314494167488425,0.5710956027631373,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909090909090909,1.0,0.0,14.220976332738882,1500000
0.5073178094781622,0.8594735558076592,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.18181818181818182,1.0,0.0,14.580978865220017,2150000
0.33934363298846004,0.6999395239487352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,13.017005083966255,450000
0.33934363298846004,0.6474465262082256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.180634172318978,530000
0.2398124665681314,0.6586576339224546,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0909090909090909,1.0,0.0,14.07402202531625,1295000
0.09953116642032861,0.3119885466528145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.037659911047468,169000
0.4165460034809779,0.7463700433786453,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.13636363636363635,1.0,1.0,13.955273369904273,1150000
0.33934363298846004,0.5869185171131543,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0909090909090909,1.0,0.0,13.864301674514206,1050000
0.09953116642032861,0.3975658935765213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.149507585033072,189000
0.479624933136263,0.8558689274209093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22727272727272724,1.0,0.0,14.220976332738882,1500000
0.2398124665681314,0.6165564564832386,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0909090909090909,1.0,0.0,12.886643575525625,395000
0.4165460034809779,0.7213689839452977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,14.430696737594902,1850000
0.2398124665681314,0.486708618136364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.959846800844963,425000
0.4165460034809779,0.6568292755527396,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,14.403297778421795,1800000
0.4165460034809779,0.7213689839452977,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,12.871337193291367,389000
0.33934363298846004,0.6198531576728623,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.122365377402328,500000
0.2398124665681314,0.45392982148028205,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.560247968016562,285000
0.2398124665681314,0.4966104081096028,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.384223015005313,239000
0.09953116642032861,0.4826164789488717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.468440756144114,260000
0.4165460034809779,0.6613713223637818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13636363636363635,1.0,0.0,15.137266664613225,3750000
0.2398124665681314,0.4966104081096028,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,1.0,0.0,12.834683971615659,375000
0.2398124665681314,0.5386623745047994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.017005083966255,450000
0.2398124665681314,0.476328298959773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,13.005831808336863,445000
0.2398124665681314,0.50044677455116,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.896719202134523,399000
0.2398124665681314,0.5097482624763414,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.045454545454545456,0.0,0.0,12.923914877701906,410000
0.33934363298846004,0.5480043164008617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.793862088206213,360000
0.2398124665681314,0.5322008103814864,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0909090909090909,1.0,0.0,12.73523217148465,339500
0.2398124665681314,0.4907242642442775,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.045454545454545456,0.0,0.0,12.779875885354993,355000
